product_handle	variant_title	sku	price_usd	price_usd_cents	acquisition_price_usd	acquisition_price_cents	manage_inventory	allow_backorder	option_1_name	option_1_value	option_2_name	option_2_value	option_3_name	option_3_value	weight	length	width	height	metadata_json
cbd-isolate-salve	500mg • 1oz	SAL-ISO-CBD-500-1OZ	30.00	3000	15.00	1500	FALSE	TRUE	Strength (mg)	500	Size	1oz			52.00	4	4	6	{"variant_description":"Proleve's 500mg THC‑Free CBD Isolate Salve is designed to conquer chronic pain and banish skin concerns. Each 1oz jar contains 500mg of hemp‑derived isolate CBD, blended with aloe, coconut oil, chamomile flower oil, and sweet fennel oil for a luxurious skin experience. These formulas are all natural, organic, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Isolate CBD oil from US grown hemp","500mg Isolate CBD per container","1oz container","THC Free","Reasons our customers like this: alleviates symptoms of acne, eczema, and psoriasis","A customer favorite for: aiding in relief from pain, muscle fatigue, muscle stiffness, and arthritis","Moisturizing and soothing to the skin","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Organic Aloe Leaf Juice, Organic Coconut Oil, Industrial Hemp, MSM, Emulsifying Wax, Stearic Acid, Cetyl Alcohol, Hydroxyethyl Cellulose, Glycerin, Organic Arnica Flower Extract, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Peppermint Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Organic Cypress Oil, Sweet Fennel Oil, Lemon Peel Oil, Lavender Flower Oil, Organic Alcohol, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid."}
cbd-isolate-salve	100mg • 5g	SAL-ISO-CBD-100-5G	10.00	1000	4.00	400	FALSE	TRUE	Strength (mg)	100	Size	5g			43.00	4	4	6	{"variant_description":"From Proleve, this 100mg THC‑Free CBD Isolate Salve is a travel‑size option for fatigued muscles and irritated skin. Each 5g jar contains 100mg of hemp‑derived isolate CBD, blended with arnica flower extract, coconut oil, juniper berry oil, and lemongrass oil to support healthy skin. These formulas are all natural, organic, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Isolate CBD oil from US grown hemp","100mg Isolate CBD per container","Size: 5 grams","THC Free","Our customers like this because it: alleviates symptoms of acne, eczema, and psoriasis","A customer favorite for: aiding in relief from pain, muscle fatigue, muscle stiffness, and arthritis","Moisturizing and soothing to the skin","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Organic Aloe Leaf Juice, Organic Coconut Oil, Industrial Hemp, MSM, Emulsifying Wax, Stearic Acid, Cetyl Alcohol, Hydroxyethyl Cellulose, Glycerin, Organic Arnica Flower Extract, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Peppermint Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Organic Cypress Oil, Sweet Fennel Oil, Lemon Peel Oil, Lavender Flower Oil, Organic Alcohol, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid."}
cbd-isolate-lotion	500mg • 6oz	LOT-ISO-CBD-500-6OZ	25.00	2500	12.00	1200	FALSE	TRUE	Strength (mg)	500	Size	6oz			227.00	4	4	6	{"variant_description":"Crafted by Proleve and available at Total Hemp, this 500mg THC‑Free CBD Isolate Hand & Body Lotion soothes aching joints and irritated skin. Each 6oz container blends 500mg of hemp‑derived CBD isolate with aloe, shea butter, and vitamin E for a smooth, moisturizing application. All natural, non‑GMO, vegan, and made to Proleve's quality standards.","variant_product_details":["THC Free CBD from US grown hemp","500mg CBD Isolate oil per bottle","6oz bottle","Reasons our customers use this: relief for joint pain, muscle aches, and skin irritation","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Organic Aloe Leaf Juice, Organic Coconut Oil, Industrial Hemp, Organic Alcohol, Emulsifying Wax, Stearic Acid, Glycerin, Organic Jojoba Seed Oil, Organic Olive Fruit Oil, Organic Rooibos Leaf Extract, Organic White Willow Bark Extract, DMAE Bitartrate, MSM, Vitamin E, Sunflower Seed Oil, Organic Rosemary Leaf Extract, Organic Neem Seed Oil, Xanthan Gum"}
cbd-full-spectrum-salve	500mg • 1oz	SAL-FS-CBD-500-1OZ	30.00	3000	15.00	1500	FALSE	TRUE	Strength (mg)	500	Size	1oz			52.00	4	4	6	{"variant_description":"Proleve's 500mg Full Spectrum CBD Salve helps calm skin and pacify pain. Each 1oz jar contains 500mg of hemp‑derived full spectrum CBD and is blended with olive oil, coconut oil, lavender, and tea tree oil for a skin‑soothing experience. These formulas are all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Full Spectrum Oil from US grown hemp","500mg full spectrum CBD per container","1oz container","Reasons our customers like this: alleviates symptoms of acne, eczema, and psoriasis","A customer favorite for: aiding in relief from pain, muscle fatigue, muscle stiffness, and arthritis","Moisturizing and soothing to the skin","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Grapeseed Oil, Yellow Beeswax, Peppermint Oil, Organic Coconut Oil, Industrial Hemp, Menthol, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Organic Cypress Oil, Fennel Oil, Lemon Peel Oil, Lavender Flower Oil"}
cbd-full-spectrum-salve	100mg • 5g	SAL-FS-CBD-100-5G	10.00	1000	4.00	400	FALSE	TRUE	Strength (mg)	100	Size	5g			43.00	4	4	6	{"variant_description":"From Proleve, this 100mg Full Spectrum CBD Salve is a travel‑size option for chronic skin concerns and joint relief. Each 5g jar contains 100mg of hemp‑derived full spectrum CBD and is blended with olive oil, coconut oil, lavender, and tea tree oil for a true skincare feel. These formulas are all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Full Spectrum Oil from US grown hemp","100mg full spectrum CBD per container","Size: 5 grams","Reasons our customers like this: alleviates symptoms of acne, eczema, and psoriasis","A customer favorite for: aiding in relief from pain, muscle fatigue, muscle stiffness, and arthritis","Moisturizing and soothing to the skin","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Grapeseed Oil, Yellow Beeswax, Peppermint Oil, Organic Coconut Oil, Industrial Hemp, Menthol, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Organic Cypress Oil, Fennel Oil, Lemon Peel Oil, Lavender Flower Oil"}
cbd-cooling-roll-on-bso	2000mg • 3oz	ROL-BS-CBD-2000-COOL	35.00	3500	16.00	1600	FALSE	TRUE	Strength (mg)	2000	Size	3oz	Count (ct)	1ct	120.00	4	4	6	{"variant_description":"Proleve's 2000mg Broad Spectrum CBD Cooling Roll‑On offers respite from pain and inflammation. Each 3oz roll‑on contains 2000mg of hemp‑derived broad spectrum CBD and includes ingredients such as olive oil, turmeric root extract, lavender, and eucalyptus to support cooling relief. This roll‑on is all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Broad Spectrum Oil from US grown hemp","2000mg broad spectrum oil per roll‑on","3oz container","Reasons our customers use this: may reduce swelling and provide temporary pain relief","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Water, *Alcohol, Daikon Radish Oil, Witch Hazel Distillate, Menthol, Carbomer, Industrial Hemp, Glycerin, Triethanolamine, *Olive Oil, *Arnica Flower Infusion, *Aloe Vera Powder, Pine Scotch Essential Oil, Spearmint Essential Oil, Lemongrass Essential Oil, Eucalyptus Essential Oil, Peppermint Essential Oil, White Camphor Essential Oil, Neem Extract, Ivy Gourd Extract, Eggplant Extract, Aloe Extract, Tulsi Extract, Basil Extract, Turmeric Root Extract, Seaweed, Tetrasodium Glutamate Diacetate, Phenoxyethanol"}
cbd-cooling-roll-on-bso	2000mg • 3oz • 6ct	ROL-BS-CBD-2000-COOL-6CT	150.00	15000	72.00	7200	FALSE	TRUE	Strength (mg)	2000	Size	3oz	Count (ct)	6ct	720.00	4	4	6	{"variant_description":"Proleve's 2000mg Broad Spectrum CBD Cooling Roll‑On offers respite from pain and inflammation. Each 3oz roll‑on contains 2000mg of hemp‑derived broad spectrum CBD and includes ingredients such as olive oil, turmeric root extract, lavender, and eucalyptus to support cooling relief. This roll‑on is all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Broad Spectrum Oil from US grown hemp","2000mg broad spectrum oil per roll‑on","3oz container","Reasons our customers use this: may reduce swelling and provide temporary pain relief","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Water, *Alcohol, Daikon Radish Oil, Witch Hazel Distillate, Menthol, Carbomer, Industrial Hemp, Glycerin, Triethanolamine, *Olive Oil, *Arnica Flower Infusion, *Aloe Vera Powder, Pine Scotch Essential Oil, Spearmint Essential Oil, Lemongrass Essential Oil, Eucalyptus Essential Oil, Peppermint Essential Oil, White Camphor Essential Oil, Neem Extract, Ivy Gourd Extract, Eggplant Extract, Aloe Extract, Tulsi Extract, Basil Extract, Turmeric Root Extract, Seaweed, Tetrasodium Glutamate Diacetate, Phenoxyethanol"}
cbd-warming-roll-on-bso	2000mg • 3oz	ROL-BS-CBD-2000-WARM	35.00	3500	16.00	1600	FALSE	TRUE	Strength (mg)	2000	Size	3oz	Count (ct)	1ct	120.00	4	4	6	{"variant_description":"Proleve's 2000mg Broad Spectrum CBD Warming Roll‑On is designed to prepare for workouts and ease muscle stiffness. Each 3oz roll‑on contains 2000mg of hemp‑derived broad spectrum CBD and includes meadowfoam seed oil, menthol, cinnamon leaf oil, and aloe to promote relief. This topical is all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Broad Spectrum Oil from US grown hemp","2000mg broad spectrum CBD per roll‑on","3oz container","A customer favorite because it: Relieves stiff muscles and aids in muscle warm up","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Organic Aloe Leaf Juice, Meadowfoam Seed Oil, Menthol Crystals, Industrial Hemp, Capsicum Fruit Oleoresin, White Camphor Bark Oil, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Peppermint Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Glycerin, Witch Hazel Water, Organic Alcohol, Phenoxyethanol, Carbomer, Triethanolamine, Tetrasodium Glutamate Diacetate"}
cbd-warming-roll-on-bso	2000mg • 3oz • 6ct	ROL-BS-CBD-2000-WARM-6CT	150.00	15000	72.00	7200	FALSE	TRUE	Strength (mg)	2000	Size	3oz	Count (ct)	6ct	720.00	4	4	6	{"variant_description":"Proleve's 2000mg Broad Spectrum CBD Warming Roll‑On is designed to prepare for workouts and ease muscle stiffness. Each 3oz roll‑on contains 2000mg of hemp‑derived broad spectrum CBD and includes meadowfoam seed oil, menthol, cinnamon leaf oil, and aloe to promote relief. This topical is all natural, non‑GMO, gluten free, and made to Proleve's quality standards.","variant_product_details":["Broad Spectrum Oil from US grown hemp","2000mg broad spectrum CBD per roll‑on","3oz container","A customer favorite because it: Relieves stiff muscles and aids in muscle warm up","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Organic Aloe Leaf Juice, Meadowfoam Seed Oil, Menthol Crystals, Industrial Hemp, Capsicum Fruit Oleoresin, White Camphor Bark Oil, Sweet Basil Leaf Oil, Black Pepper Oil, Roman Chamomile Flower Oil, German Chamomile Flower Oil, Cinnamon Leaf Oil, Citronella Oil, Eucalyptus Leaf Oil, Helichrysum Flower Oil, Ginger Root Oil, Pink Grapefruit Peel Oil, Juniper Berry Oil, Lemongrass Oil, Peppermint Oil, Pine Needle Oil, Cajeput Oil, Rosemary Leaf Oil, Spearmint Oil, Wild Oregano Oil, Glycerin, Witch Hazel Water, Organic Alcohol, Phenoxyethanol, Carbomer, Triethanolamine, Tetrasodium Glutamate Diacetate"}
cbd-bath-bombs	Calming • 35mg	BAT-CBD-35-CALM	12.00	1200	6.00	600	FALSE	TRUE	Type	Calming	Strength (mg)	35			142.00	4	4	6	{"variant_description":"From Proleve, this 35mg CBD Restorative Citrus Bath Bomb helps enliven your spirits and relieve aching muscles. Each 5oz bath bomb contains 35mg of hemp‑derived CBD. Bright citrus notes pair with skincare ingredients like shea butter and Himalayan Pink Salts for a luxurious soak. These bath bombs are all natural, non‑GMO, and made to Proleve's quality standards.","variant_product_details":["THC Free CBD from US grown hemp","35mg CBD isolate per bath bomb","Size: 5oz","A customer favorite for promoting relaxation and muscle recovery","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Sodium Bicarbonate, Citric Acid, Aqua, 35mg of CBD Isolate, Shea Butter, Himalayan Pink Salt, Helichrysum & Bergamot Essential Oils blend, Batch Certified Yellow no.5 & Red 28 Colorants, Fragrance, SLSA (May contain Cream of Tartar, Milk Powder, Dead Sea Salt, Epsom salt & Polysorbate 80)"}
cbd-bath-bombs	Soothing • 35mg	BAT-CBD-35-SOOTHE	12.00	1200	6.00	600	FALSE	TRUE	Type	Soothing	Strength (mg)	35			142.00	4	4	6	{"variant_description":"Proleve's 35mg CBD Soothing Eucalyptus Bath Bomb is designed to help you surrender to ease and tranquility. Each 5oz bath bomb contains 35mg of hemp‑derived CBD. Eucalyptus pairs with coconut oil and Dead Sea salts to support a soothing soak. These bath bombs are all natural, non‑GMO, and made to Proleve's quality standards.","variant_product_details":["THC Free CBD from US grown hemp","35mg CBD isolate per bath bomb","Size: 5oz","Reasons our customers use this: relaxation and muscle recovery","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Sodium Bicarbonate, Citric Acid, Aqua, 35mg of CBD Isolate, Coconut Oil, Epsom Salt, Wintergreen & Peppermint Essential Oils blend, Batch Certified Blue no.1 Colorant, Fragrance, SLSA (May contain Cream of Tartar, Milk Powder, Dead Sea Salt, Epsom salt & Polysorbate 80)"}
cbd-bath-bombs	Pure • 100mg	BAT-CBD-100-PURE	15.00	1500	7.00	700	FALSE	TRUE	Type	Pure	Strength (mg)	100			142.00	4	4	6	{"variant_description":"A Proleve favorite, this 100mg CBD Calming Jasmine Bath Bomb helps wash away stress and melt into relaxation. Each 5oz bath bomb contains 100mg of hemp‑derived CBD. Jasmine fragrance pairs with coconut and tea tree oils to calm irritated skin. These bath bombs are all natural, non‑GMO, and made to Proleve's quality standards.","variant_product_details":["THC Free CBD from US grown hemp","100mg CBD isolate per bath bomb","Size: 5oz","Our customers like this product for: relaxation and muscle recovery","Third-party ISO lab tested","Vegan ingredients"],"variant_ingredients":"Sodium Bicarbonate, Citric Acid, Aqua, 100mg of CBD Isolate, Coconut Oil, Tea Tree Essential Oil, Eco-Friendly glitter, Fragrance, SLSA (May contain Cream of Tartar, Milk Powder, Dead Sea Salt, Epsom salt & Polysorbate 80)"}
thc-gummies	12mg • 10ct	D9-GUM-12-10CT	15.00	1500	6.00	600	FALSE	TRUE	Dose (mg)	12	Count (ct)	10ct	Flavor	Assorted	85.05	4	4	6	{"variant_description":"Barney's Botanicals 12mg Delta‑9 Gummies are infused with 12mg of premium hemp‑derived D9 oil for a smooth, calming experience. The 10‑count “try it” pack comes in assorted flavors and is made with the quality you expect from Barney’s Botanicals.","variant_product_details":["12mg Delta 9 THC per Gummy","10 Count Pack","Third-party ISO lab tested","Vegan and infused","Assorted Flavors"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Natural Colors (organic concentrated apple, organic carrot, organic pumpkin, organic black currant), Industrial Hemp."}
thc-gummies	12mg • 30ct	D9-GUM-12-30CT	30.00	3000	15.00	1500	FALSE	TRUE	Dose (mg)	12	Count (ct)	30ct	Flavor	Assorted	184.27	4	4	6	{"variant_description":"From Barney’s Botanicals, these 12mg Delta‑9 Gummies deliver 12mg of hemp‑derived D9 per piece with assorted fruity flavors. The 30‑count bottle is a convenient size for regular use.","variant_product_details":["12mg Delta 9 THC per Gummy","30 Count Bottle","Third-party ISO lab tested","Vegan and infused","Assorted Flavors"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Natural Colors (organic concentrated apple, organic carrot, organic pumpkin, organic black currant), Industrial Hemp."}
thc-gummies	12mg • 100ct	D9-GUM-12-100CT	85.00	8500	45.00	4500	FALSE	TRUE	Dose (mg)	12	Count (ct)	100ct	Flavor	Assorted	570.00	4	4	6	{"variant_description":"A Barney’s Botanicals favorite, these 12mg Delta‑9 Gummies deliver a gentle, euphoric lift with each piece. The 100‑count pack is perfect for sharing and extended use, with assorted flavors in every bag.","variant_product_details":["12mg Delta 9 THC per Gummy","100 Count Pack","Third-party ISO lab tested","Vegan and infused","Assorted Flavors"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Natural Colors (organic concentrated apple, organic carrot, organic pumpkin, organic black currant), Industrial Hemp."}
thc-gummies	30mg • 4ct	D9-GUM-30-4CT	15.00	1500	6.00	600	FALSE	TRUE	Dose (mg)	30	Count (ct)	4ct	Flavor	Assorted	85.05	4	4	6	{"variant_description":"Looking for a stronger option? Barney’s Botanicals 30mg Delta‑9 Gummies pack 30mg of hemp‑derived D9 per piece. The 4‑count pack is a low‑commitment way to try it out.","variant_product_details":["30mg Delta 9 THC per Gummy","4 Count Pack","Third-party ISO lab tested","Vegan and infused","Flavor: Assorted"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Natural Colors (organic concentrated apple, organic carrot, organic pumpkin, organic black currant), Industrial Hemp."}
thc-gummies	30mg • 30ct	D9-GUM-30-30CT	65.00	6500	35.00	3500	FALSE	TRUE	Dose (mg)	30	Count (ct)	30ct	Flavor	Assorted	425.00	4	4	6	{"variant_description":"Barney’s Botanicals 30mg Delta‑9 Gummies are crafted for deeper relaxation, with 30mg of hemp‑derived D9 in each piece. The 30‑count bottle includes assorted flavors for easy dosing.","variant_product_details":["30mg Delta 9 THC per Gummy","30 Count Bottle","Third-party ISO lab tested","Vegan and infused","Flavor: Assorted"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Natural Colors (organic concentrated apple, organic carrot, organic pumpkin, organic black currant), Industrial Hemp."}
thc-gummies	50mg • 2ct	D9-GUM-50-2CT	13.00	1300	6.00	600	FALSE	TRUE	Dose (mg)	50	Count (ct)	2ct	Flavor	Blue Razz + Strawberry	406.00	4	4	6	{"variant_description":"From Barney’s Botanicals, these 50mg Delta‑9 Gummies deliver a strong, mellow experience. The 2‑count fun‑size bag features a mix of blue razz and strawberry flavors.","variant_product_details":["50mg Delta 9 THC per Gummy","2 Count Pack","Third-party ISO lab tested","Vegan and infused","Assorted Blue Razz and Strawberry Flavors"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Industrial Hemp."}
thc-gummies	50mg • 20ct	D9-GUM-50-20CT	70.00	7000	35.00	3500	FALSE	TRUE	Dose (mg)	50	Count (ct)	20ct	Flavor	Blue Razz + Strawberry	40.00	4	4	6	{"variant_description":"Crafted by Barney’s Botanicals and available at Total Hemp, these 50mg Delta‑9 Gummies provide a smooth, potent experience. The 20‑count pack features blue razz and strawberry flavors for a balanced mix.","variant_product_details":["50mg Delta 9 THC per Gummy","20 Count Pack","Third-party ISO lab tested","Vegan and infused","Assorted Blue Razz and Strawberry Flavors"],"variant_ingredients":"Organic Glucose Syrup (wheat), Organic Cane Sugar, Pectin, Citric Acid, Ascorbic Acid, Natural Flavors, Industrial Hemp."}
thc-drink-additives-4oz	Blue Razz • 4oz • 420mg	D9-DRK-420-BLUERAZZ	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Blue Razz	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Ride the euphoria with our Delta 9 THC syrup. The sweet‑tart Blue Razz flavor delights and refreshes as the D9 THC encourages full relaxation. Each bottle contains 420mg of the finest hemp‑derived D9. Enjoy on its own or mix into your favorite beverage. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Blue Razz"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-additives-4oz	Tropical Punch • 4oz • 420mg	D9-DRK-420-TROP	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Tropical Punch	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Find your bliss with our Delta 9 THC syrup. The refreshing Tropical Punch flavor offers a mini‑vacation as the D9 THC allows you to relax and unwind. Each bottle contains 420mg of the finest hemp‑derived D9. Mix it with your favorite beverage or savor it on its own. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Tropical Punch"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-additives-4oz	Pineapple • 4oz • 420mg	D9-DRK-420-PINE	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Pineapple	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Buoy your mood with our Delta 9 THC syrup. The heady Pineapple flavor evokes an island paradise while the D9 THC provides an escape from the day. Each bottle contains 420mg of the finest hemp‑derived D9. Mix it with your favorite beverage or savor it on its own. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Pineapple"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-additives-4oz	Black Cherry • 4oz • 420mg	D9-DRK-420-BCHERRY	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Black Cherry	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Elevate your downtime with our Black Cherry Delta 9 THC syrup. Each 420mg bottle delivers the sweet, juicy taste of black cherry with a subtle earthy undertone and full‑body relaxation. Enjoy straight or blend into beverages. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per 1/4 teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Black Cherry"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-additives-4oz	Blood Orange • 4oz • 420mg	D9-DRK-420-BLOODORG	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Blood Orange	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Unwind naturally with our Blood Orange Delta 9 THC syrup. Crafted with 420mg of premium hemp‑derived D9, it promotes deep relaxation in every sip. The sweet, slightly tart flavor serves up berry undertones, making it a great choice to mix or enjoy straight. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per 1/4 teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Blood Orange"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-additives-4oz	Watermelon • 4oz • 420mg	D9-DRK-420-WATERMEL	30.00	3000	15.00	1500	FALSE	TRUE	Flavor	Watermelon	Size	4oz	Strength (mg)	420	155.92	4	4	6	{"variant_description":"Kick back with a blast of juicy Watermelon and 420mg of hemp‑derived Delta 9 THC. Sip solo or mix it up—either way, you’re in for smooth, euphoric chill. While the suggested serving size is 1/4 teaspoon, our motto is \"start low, go slow\" to best gauge your own personal tolerance. Our syrups are proudly all natural, non‑GMO, and contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["5mg Delta 9 THC per 1/4 teaspoon","Serving size: 1/4 teaspoon","Servings per bottle: 84","Third-party ISO lab tested","All natural, Vegan and Infused","Flavor: Watermelon"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors."}
thc-drink-shots-50mg-40ct	Blue Razz • 50mg • 40ct	D9-DRK-50-BLUERAZZ-40CT	65.00	6500	30.00	3000	FALSE	TRUE	Flavor	Blue Razz	Count (ct)	40ct	Strength (mg)	50	850.00	4	4	6	{"variant_description":"End your day on a smooth note. Our 40‑count box of Blue Razz Delta 9 THC shots delivers 50mg of premium hemp‑derived D9 THC per packet. Sip straight or mix into your favorite drink—no mess, no stress, just pure relaxation. All‑natural flavoring and non‑GMO formula with the quality you expect from Barney's Botanicals.","variant_product_details":["50mg of Delta 9 Syrup per packet","2000mg of Delta 9 Syrup per box","40 packets per box","Third-party ISO lab tested","Other available flavors: Tropical, Pineapple, Pink Lemonade","Blue Razz Flavor"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
